Index	x	y	mass	fx	fy
450	52.662502	19.013609	0.100000	7331070976.000000		16086321152.000000
451	34.653255	68.675835	0.100000	-219.160080			1536.865479
452	38.999432	45.208752	0.100000	27611.363281			-2499.866943
453	76.016388	42.729912	0.100000	-999749.437500			-13900143.000000
454	9.192039	5.107025	0.100000	45711776.000000			107808744.000000
455	85.617157	89.538742	0.100000	-4133.367676			-13103.900391
456	60.090904	30.878071	0.100000	-5763005.500000			20396132.000000
457	12.761312	38.123352	0.100000	-956.580200			385.876434
458	41.894539	23.919058	0.100000	19492184.000000			-17297414.000000
459	2.087111	99.191177	0.100000	-14908461770866688.000000	2040905913597952.000000
460	22.848402	31.959946	0.100000	-81871.382812			-116540.546875
461	11.760501	11.682729	0.100000	5398111.500000			5089135.000000
462	49.433071	71.584923	0.100000	-698818688.000000		-9249329152.000000
463	51.695400	34.006271	0.100000	-24416.326172			3075.356689
464	0.420699	72.416786	0.100000	-274.089600			-309.291168
465	2.342568	53.083206	0.100000	-6483.575684			-4021.656494
466	91.430397	36.995823	0.100000	-50814952.000000		85280608.000000
467	21.759041	30.429829	0.100000	94565.085938			101354.679688
468	82.204575	97.775421	0.100000	21058.392578			-17133.615234
469	73.159744	91.396614	0.100000	-3040.620117			-3994.974121
470	2.882448	58.776901	0.100000	-3692.650391			5244.752441
471	80.935356	62.973351	0.100000	34030292992.000000		-16638609408.000000
472	89.654976	93.696663	0.100000	21915.070312			-2231.764893
473	1.096702	31.549513	0.100000	104050.453125			-435533.093750
474	17.615723	3.183813	0.100000	11097.458008			832.745605
475	30.740690	40.464123	0.100000	11987.699219			-17715.660156
476	35.143757	42.501190	0.100000	9251371.000000			51163308.000000
477	52.146851	84.576828	0.100000	-94273.617188			16272.211914
478	14.086109	3.842254	0.100000	53805596672.000000		38551797760.000000
479	18.583101	14.506809	0.100000	19248.960938			59106.785156
480	76.259041	20.925669	0.100000	-889980480.000000		-1704633984.000000
481	67.590012	67.689438	0.100000	31518.542969			-21176.445312
482	57.921494	89.349052	0.100000	21943.787109			-1739.897461
483	98.119263	40.126064	0.100000	2294.683105			371.686310
484	87.124481	71.278999	0.100000	-1807.570801			-926.486267
485	31.522676	90.006927	0.100000	502980905615228928.000000	219774129371348992.000000
486	30.055908	12.458031	0.100000	-66370189754630144.000000	40347429584764928.000000
487	52.980274	19.710880	0.100000	-7331056128.000000		-16086228992.000000
488	6.154695	54.076977	0.100000	9184.351562			-49875.527344
489	51.260395	23.770418	0.100000	-40776.585938			-1895.193970
490	57.260788	82.001083	0.100000	4117.136230			-18298.988281
491	64.234543	92.404549	0.100000	-39110143996067840.000000	-17299691255365632.000000
492	24.502272	16.381395	0.100000	-58698.082031			-889460.750000
493	76.981377	38.588379	0.100000	25743.343750			-15610.633789
494	20.223648	95.564476	0.100000	-1583.789307			15988.183594
495	53.095192	96.482689	0.100000	6783.570801			1878.270630
